score,review
4.0 out of 5 stars,"
  I got the Van Heusn, a Steve Land, and 2 AMazon shirts. Steve Land was 10$ more than others Van Husen was 23, Amazon was $20.<br>Steve Land was the best as the black was a real black. Fit was great and so was the fabric 100% cotton. THIN, but I wear a black undershirt. Still thin<br><br>Amazon Essential 2nd best(NOT the Solid Poplin, this was wrongly sized), as it is almost a black indigo. You cant tell unless you hold it up with a actual black shirt or if you are matching black pants, it can be a issue in day time. Also it is 100% cotton, fit is a bit snug on chest , BUT it may get worse with washing.<br>I also purchased a 2nd Amazon shirt which fit great and the fabric was not see through, and it was more a casual threading as it has a micro wrinkle look vs a candle wax like dress shirt look. This is a great shirt also, yet suffers the dye ink of the indigo black, and not a true black.<br>Still I am keeping these and returning the VanHusen. I was never a fan of them, and now I know why a few discerning others felt the same.:-)<br><br>This shirt is the Wrinkle resistant, regular fit, and besides the size measures it shows a L/XL/XXL indication. The ""Poplin essential"" does not show that and the midsection stomach area runs rather tight for a 37"" sleeve with 18""neck. The midsection was a tight 46.
"
5.0 out of 5 stars,"
  I love the quality of this shirt, the fitting, and the price.  This shirt outshines the $60.00(men's warehouse) shirts I usually buy in terms of all of the above.  Not to knock my other shirts, because I still love them as well but I am definitely buying these from now on.  I am 5'7"" and 180#, a little on the chunky side.  I used to lift weights so my chest(I dont know the size) is a little bigger, not in the way I would like-so a nice, good looking fit is sometimes difficult to achieve, but this shirt manages to make me feel comfortable and make me look nice and fitted.
"
5.0 out of 5 stars,"
  This review is based on wearing the shirt once all day.  I ordered an 18 1/2 neck 34-35 sleeve length.  I am 6 feet 250 LBS.  I am pleasantly surprised that the shirt fit perfectly and irons easily.  It did not feel like I was wearing a piece of linen--it did not become wrinkly even after wearing it all day.  The fabric kept it's shape all day like the comparable premium store bought brand.  Note that this shirt is a classic fit with the traditional fabric (not the stretch-flex kind).  I cannot vouch for it's durability over time but for the price, I will come back to buy another.
"
2.0 out of 5 stars,"
  These were a replacement because I couldn't find the shirt I purchased prior. It appears Amazon replaced a prior shirt with this version. In any case I bought these for my boyfriend and the material is definitely a lower quality. Not nearly as soft and the neck chafes him so badly that he can't wear these shirts. you'll also want to be sure not to wash it with anything else because it picks up everything else in the washer and dryer.<br>It's a shame really because the shirt itself fits perfectly fine. Disappointed and searching again. 😔
"
4.0 out of 5 stars,"
  I just got this a few days ago and washed it. It fits well. The only issue I have is that the collar stays can come out in the washing machine/dryer and get lost (over the past years, I have only bought shirts that have collar stays sewn in so they don’t get lost). I basically drilled two small holes in the stays and sewed them into the collar, and they now stay in.<br>At this price, And otherwise good quality, I am happy to buy more and see the collar stays in the other shirts also.
"
3.0 out of 5 stars,"
  I was looking for a full cut shirt that could be worn untucked.  I ordered 15.5X32-33. These shirts are very nice but the cut is too snug for me.  Also, the sleeves were definitely 32 and not 33.  I'm 5'10"" and weigh 170.
"
5.0 out of 5 stars,"
  I ordered this shirt and it ripped in the area pictured after a few wears.  There was no excessive use or wear at that point in my opinion so I submitted a return.  Amazon graciously offered me a new shirt.  I was supposed to return the other one, and didn’t so I ended up being charged for both.  That’s fine because it was my fault for not returning the shirt.  But now the second shirt has also ripped in a similar fashion (the one pictured).<br><br>Just a heads up that these shirts appear to have a flaw.
"
5.0 out of 5 stars,"
  Brand new, the cut seems as nice as high quality<br>brands, and the fabric seems to be higher quality,<br>also.
"
5.0 out of 5 stars,"
  I bought two of these shirts because I needed the 16 1/2 neck size. I really like how easy it is to button the neck button because I had a mild stroke five years ago that affected my left hand a bit. The fit is perfect and the quality is first class. Being retired I don't wear a dress shirt that often, but when I do  I don't want to have to fight to get dressed. Buy this shirt. You won't be disappointed.
"
3.0 out of 5 stars,"
  Have been buying Amazon essentials white shirts for a while.  Recently started noticing that the shirt buttons are cracking or cracked.  Also noticing that the quality of the shirts does not stand up to dry cleaners.  Don't know how many shirts I have offhand but I am going to stop buying for a while.  Too bad
"
3.0 out of 5 stars,"
  With regard to material, these amazon 100% cotton shirts are not as high-quality as ""designer"" 100% cotton shirts like you could buy in department stores.  The problem is it's hard to find 100% cotton shirts in the department stores these days, at least out my way.  The shirt fits well--not that ""slim fit"" for guys that eat one lettuce leaf a day.  For the price, it's a very good shirt.
"
5.0 out of 5 stars,"
  Shirt looks fantastic, and the collar is great for collar stays.  Very good looking shirt and I am very pleased with it.  Can use either casual or fully dressed up with a suit and tie!
"
4.0 out of 5 stars,"
  These shirts fit great and look very sharp. My only complaint is that the collars fabric is very rough. Wearing this shirt all day is impossible for me since it makes my neck feel raw. I solved this by buying a piece of disposable stick on fabric that serves as a collar protector. It’s the only way I can wear these shirts comfortably.
"
5.0 out of 5 stars,"
  Needed a white shirt for my husband to wear to our sons wedding. He has several expensive shirts that didn’t fit at the neck. He was uncooperative in going to the store to buy one so I tried Amazon because of the quick shipping .  Great fit. Looked great and no one knew it was inexpensive. Thanks!
"
3.0 out of 5 stars,"
  You get what you pay for with this shirt. The fabric is very thin and the sleeves are too short, particularly when you bend your arms. I was disappointed as I really like the Amazon polo t-shirts for warmer months, but I won't be buying any more of these.
"
1.0 out of 5 stars,"
  I normally where a 17” but ordered a 17 1/2.  Collee was great but chest and waste was tight. Suppose to be regular fit ???
"
3.0 out of 5 stars,"
  Sizing okay. Style? Not so much. Picture makes it seem like small squares pattern; reality is fairly large “plaid” - highly unflattering unless you’re a bean pole.
"
1.0 out of 5 stars,"
  So these shirts are supposed to be 100% cotton. The material is beyond stiff that it actually left scratch marks in my biceps.. Fits fine but definitely not breathable nor comforrable to wear.
"
5.0 out of 5 stars,"
  This shirt is really nice. I wasn’t sure at first when I purchased it because it was an Amazon branded shirt but it’s one of my favorites. I have to wear a dress shirt to work everyday and hate to spend a lot of money on them so the price right on this one so I gave it a chance. It looks great, fits great and comes out of the dryer without wrinkles. Great shirt
"
5.0 out of 5 stars,"
  I was looking for a pink shirt to add to the single pink shirt that I have, and I clicked on a the color that I wanted. However, when the shirt was delivered, the color was not the shade that I ordered; it was almost white. I seldom return items, and did not return this shirt; I will simply use it as one of my white shirts.
"
5.0 out of 5 stars,"
  Lovely satin like fabric.  Looking forward to buying more shirts from this brand.  Only wish they were not so wasteful with the packaging.  There are plastic inserts AND cardboard just to prop up the collar.  The metal pins are also quite unnecessary.
"
5.0 out of 5 stars,"
  A great dress shirt.  Comfortable and just the right weight. Nicely made with no loose threads.  Fit is pretty much as expected.  Seems to be holding up after being dry cleaned a few times.  5 out of 5 stars.
"
4.0 out of 5 stars,"
  My only gripe is that I was expecting the stripes to be more subtle and less bold. This is just my personal taste, but I wanted to wear this with a suit and tie, and the stripes seemed too bold for me to do that. Otherwise it fit my 5’6”, 156lb frame perfectly and it’s suitable for casual Fridays, and with dress slacks and no tie.
"
5.0 out of 5 stars,"
  I wanted a new white all-cotton shirt. Contrary to some other reviews, my shirt had a front pocket. I am 5'8"" and 130"" and the 15"" x 32""/33"" shirt fit me fine. I would have liked for the sleeves to have been .5"" longer but that is not a major issue.  My only caution is that the shirt has not been washed yet so I cannot say anything about shrinkage.
"
5.0 out of 5 stars,"
  I love this shirt. It is nicely breathable, fits like it should, and the collar keeps its form. Iron it with a little spray starch and it looks like it came from dry cleaners. I have lots of higher end, more expensive shirts, but this one is in my weekly rotation during the summer.
"
4.0 out of 5 stars,"
  33""-34"" is the normal length of long sleeves that I wear. The first shirt I ordered with 32""-33"" sleeve length, but they were too short. Fortunately, the shirt fit my son perfectly. Since I really liked the shirt, I reordered 34""-35"" sleeve length and it fits me well.
"
3.0 out of 5 stars,"
  The shirt fits great and looks good out of the dryer. Unfortunately even after ironing it looks like it has static cling. I like that the Amazon essential regular fit shirts can be ordered by neck and sleeve size. The Amazon shirt fit at the waist is not baggy  and tucks in nice.  Unfortunately I will not be purchasing again due to the unprofessional look of the shirt even after ironing.
"
5.0 out of 5 stars,"
  *Purchased for my husband to wear weekly with church pants(and suit). This shirt works great as a basic, button down, dress shirt for men. The only thing that we don’t love about it is the fact that the sleeves can’t take cuff links. But it works nicely for church every week!!!
"
2.0 out of 5 stars,"
  These shirts, made in Vietnam, are labeled ""Regular Fit."" IME, they are not. They seem to be more ""slim fit."" I bought several on account of the price. Returned them all.<br><br>After all that, I will say they are made of good material and nicely sewn.
"
3.0 out of 5 stars,"
  I was hoping for a shirt that fit like a Brooks Brothers Regent fit 16.5 or 17 by 37. This is definitely tighter and too short to be a 37 sleeve length. I don't love the fabric. The sleeves are tight on my arms. I'm 6'4"" 235, not huge arms.
"
5.0 out of 5 stars,"
  The neck was to tight but the rest of the shirt fit him perfectly.  He looked so handsome.
"
2.0 out of 5 stars,"
  Neck was good. Chest too small could not button, but I am a chesty female. I shop mens because the fabric is thicker, warmer and overall it is higher quality than what is found in women's department. Length of sleeves was good. I will look for a larger size.
"
5.0 out of 5 stars,"
  A great-looking, great-performing white shirt.  Wrinkle free and not too see-through or anything like that.  Fit as expected.  This shirt is really a great value for the money.  Thanks!
"
2.0 out of 5 stars,"
  This product was much too small for a regular fit 17 34/35.  It was almost 2 inches from closing around my chest and stomach. I'm 6'3"" 250 lbs and this size in other manufacturers fits just fine.  Amazon should stay out of the manufacturing business and just ship products!
"
4.0 out of 5 stars,"
  If you want a good shirt for about $20, these are great. I now have 3 different colors and very happy with them. I am sure there are others with smoother fabric, but not for this price. Highly recommend them.
"
5.0 out of 5 stars,"
  Nice, regular white shirt.  Disappointed just a little that I had to get such a large neck size to get the right body fit.
"
5.0 out of 5 stars,"
  I am assuming that the shirt fits well, because my brother is kinda picky.  He asked for them because he liked wearing the same manufacturer and style in the past.
"
1.0 out of 5 stars,"
  Shirt was not as described. Amazon description was white shirt with blue stripes. Delivered shirt was white shirt with LARGE BROWN and blue stripes. Online picture also only showed narrow blue stripes. Very disappointing.
"
2.0 out of 5 stars,"
  I ordered a black one because my son needed to wear black shirt for his orchestra concerts. Unfortunately the shirt looks more dark navy than black amongst other players wearing black. Too late to return. If you need real black shirt, do not order this.
"
5.0 out of 5 stars,"
  I love the fit on this shirt and the quality is great for the $. I am 6' 2"" and 180 lbs. so I bought 3 of the slim fit as I normally fit in them better but the Amazon regular fit is actually pretty slim and a better fit for me .
"
5.0 out of 5 stars,"
  My husband is very muscular but short so finding him shirts is a struggle! (5’5 17 1/2 neck) these shirts are affordable AND fit great. Nice material. We’re buying them in all the colors.
"
5.0 out of 5 stars,"
  Amazing for the price. Even without the great price a solid build of a shirt!
"
4.0 out of 5 stars,"
  I just got the shirt so my review is based on one try- on and no day to day wearing. The shirt looks to be well made. The material appears to be of good quality and is classy looking.<br>I gave it four star because I have not had a chance to wear it for an extended time.
"
2.0 out of 5 stars,"
  Tight fit in the arms and chest
"
4.0 out of 5 stars,"
  This is such a comfortable and professional work shirt. The only complaint was that it was a little tighter on the shoulder/upper chest, but not bad. If you are bulkier in this area and prefer the shirt slightly loose, then get a size bigger to avoid the ""slim fit."" Would definitely order more of these.
"
5.0 out of 5 stars,"
  This brand is my sons go to. It is well-made, is offered with longer arm which is always a problem for the man in my family. Excellent cut, excellent fabric and as a seamstress, this is very important to me.
"
5.0 out of 5 stars,"
  fits well although I tried the slim fit which I usually have and that was tight. This fits just right. good quality and great value for money.
"
1.0 out of 5 stars,"
  Received the item crumpled in a plastic bag not the original packaging.  I'm a professional.  I like to use new shirts right out of the package.  Impossible with this.  It needs to go to the dry cleaners to be pressed.  Now I have to wait for a refund before I can replace the shirt.  This has never happened before.  I'm quite disappointing.
"
1.0 out of 5 stars,"
  I washed and dried the shirt after trying them on to make certain they fit.  Initially, they fit great, but the shirts shrunk about 2 sizes after washing and drying and no longer fit at all.  My Van Heusen shirt did not shrink.  I would not recommend the Amazon Essentials shirts at all.  I plan to return them and buy more Van Heusen shirts.
"
3.0 out of 5 stars,"
  I've worn a 16 1/2 x 34 dress shirt for over 20 years but this shirt did not fit me. Also, the fabric is very thin for a dress shirt. Accordingly, I returned it to Amazon and received a refund.
"
4.0 out of 5 stars,"
  a little tight at the waist
"
4.0 out of 5 stars,"
  I really love the Amazon Essentials line.  For everyday casual clothing, you can't beat them. I own 3 shirts like these and they look great after 3 months of washing and wearing.  I recommend looking at the polo (golf) shirts too!
"
5.0 out of 5 stars,"
  This is a beautiful shirt, really looks good with all colors of sweaters.<br>Nice fall and winter look.<br>Thank you
"
5.0 out of 5 stars,"
  I’m never buying another type of dress shirt. This is thin and cool so I’m looking forward to the summer with this shirt.<br>This shirt fits like the general sizes as a regular fit. This is the dress shirt for the professionals. I’m 5’8” and about 200 lbs. I got a 17” and 34/35 sleeve length and it fits great.
"
2.0 out of 5 stars,"
  This seemed like more of a slim fit shirt.  The cheat was tighter and so were the sleeves. Plus the pocket was placed a little to high on the shirt.  I returned them.
"
5.0 out of 5 stars,"
  Surprisingly nice and good fitting shirt.  Hard to believe that it's 100% cotton.  Much Much nicer than any 100% cotton wash and wear shirt that I've ever owned.
"
5.0 out of 5 stars,"
  This I have been wearing to work. looks good. Fit as expected and I have had no issues. Held up over a couple of washes too! I like the price for the item and it fit me true to size.
"
3.0 out of 5 stars,"
  This shirt was very tight around the chest and midsection, unlike every other shirt this size that I own/wear.  Cannot comfortably wear it.  Disappointing because it looked to be a nicely made shirt for a very reasonable price.<br><br>It wasn't washed or dried - no shrinkage.  Just runs small/tight.
"
5.0 out of 5 stars,"
  Huge value.  These shirts are constructed well, fit as expected, and don't cost a ton.  Makes you wonder how companies can sell their shirts at $100+ when these are available.
"
2.0 out of 5 stars,"
  The sleeves and collar fit very nicely. However the body is more like a slim fit cut and that’s a problem when you’re a bigger guy like myself. When with a sweater it looks great and can leave a button undone if needed.
"
5.0 out of 5 stars,"
  Real decent shirt for the money. Good fit for a big guy. Big as in fat, not athletic.
"
5.0 out of 5 stars,"
  I have been wearing this on Zoom calls for 7 months now, hasn't needed ironing or washing yet
"
2.0 out of 5 stars,"
  I normally wear a 17 1/2 and I am a 2 xl so like a 50 chest.  I ordered a 18 /36 and the neck is way big and the body is made for a basketball player not a former Defensive lineman.  I can button it but it is ridiculous.  The good thing is its 20.00 and a nice fabric and weight.
"
4.0 out of 5 stars,"
  Everything about the shirt is very good, the quality of fabric is fine, I would think you needed more thread count but then the price may go up.
"
2.0 out of 5 stars,"
  Product made in China. For some reason fit somewhat small. I have other shirts made in Bangladesh and they are a much better fit for the same size
"
3.0 out of 5 stars,"
  Fabric is not the softest, but I'd pick this shirt over the competitors who offer shirts at 3x the price. I would give it 4 stars if amazon created an amazon essentials dress shirt with a button down collar.
"
5.0 out of 5 stars,"
  Note as mentioned in a couple of reviews, the shirt is a little tight in the way it is made. I ordered a 16.5 (my normal size) and it just fits. My recommendation is order one half neck size up from your normal size(i.e. a 17 instead of 16.5).<br>Other than that, it is a very nice shirt.
"
5.0 out of 5 stars,"
  Very comfortable yet durable dress shirt. Have ordered many times. Good value.
"
4.0 out of 5 stars,"
  Surprisingly good quality shirt for the money. It ironed nicely out of the dryer and looks like any other more expensive shirt
"
5.0 out of 5 stars,"
  Shirt came wrapped like I bought it at a suit store. Material felt like high quality. No odor. Ready to go out of the bag and not flimsy at all.
"
5.0 out of 5 stars,"
  Nice button down dress shirts. Two buttons on sleeves for comfort. Highly recommend this seller &amp; product
"
5.0 out of 5 stars,"
  Fantastic Classic cut and construction-moderately priced
"
5.0 out of 5 stars,"
  I love it.  Great for everyday to the office use.  The material is good, the cut is very nice, the size is true.
"
4.0 out of 5 stars,"
  ...wonderful style and texture.  It just didn't fit me at 6'2"" and 230lbs.
"
2.0 out of 5 stars,"
  Product for arm length and neck size fits accordingly, but the shirt doesn't match typical dimensions further down the chest and is extremely tight.
"
1.0 out of 5 stars,"
  The shirt is marked as cotton, but it sure looks like polyester.  Whatever the fabric is, it is very thin, and transparent.  If you don't wear an undershirt your body will show right through the fabric.  With an undershirt, the undershirt will show.
"
1.0 out of 5 stars,"
  This short was bought before by someone that decide not to keep it, it came completely unfolded inside a plastic bag with nothing written....this is an Amazon Essential product, can’t believe your quality control dis not catch it....worst packaging experience in more than 10 years with Amazon
"
5.0 out of 5 stars,"
  It was a steal for what I paid for it. Very good quality and looks great .
"
4.0 out of 5 stars,"
  Good quality overall, fits well, comfortable.<br><br>Might just be a little below a name brand shirt but I am happy.
"
1.0 out of 5 stars,"
  The shirt came with a dirty package and a black smudge on the white shirt. Further, the material was cheap and rough.
"
2.0 out of 5 stars,"
  This 15 1/2 32-33 is not a regular fit although the label says ""Regular"". More importantly I normally find 32-33 length a bit long. These sleeves are way to short, like 30-31. The neck is not too accurate either. Chinese garments come in  batches and this batch is mismarked.
"
3.0 out of 5 stars,"
  And I mean compared to other men's large sizes. Seems well made, used for a play, and wearable, just not as comfortable.
"
5.0 out of 5 stars,"
  Sleeves are longer than I expected but otherwise the shirt looks great, doesn’t wrinkle much and is a great value.
"
3.0 out of 5 stars,"
  Disappointed with the size. Every other company is true to fit. This one doesn’t close. Very upsetting.
"
5.0 out of 5 stars,"
  Love these shirts. Highest quality and fit of any other brand of white shirts I have purchased. Preparing to order more but, alas, they have been discontinued.
"
4.0 out of 5 stars,"
  I took a chance on it and love it
"
5.0 out of 5 stars,"
  The quality of the material is comparable to that of the Kenneth Cole shirts that I previously purchased.
"
5.0 out of 5 stars,"
  I really liked this shirt which was decently priced ($20), although I have enjoyed other economy-priced shirts of comparable quality for less.  My only suggestion is that it could be $2 less per shirt to be really competitive.
"
5.0 out of 5 stars,"
  This is a high quality shirt at less than half the price you would find in the stores. I highly recommend it.
"
5.0 out of 5 stars,"
  must write a rave review because guys gain weight in their gut not butt-thank you for a shirt that looks good on a big guy.
"
5.0 out of 5 stars,"
  Comfortable dress shirt for work. Irons easily. Similar quality to local retailers, but much less expensive.
"
5.0 out of 5 stars,"
  I don't often wear dress shirts so this was perfect for me.  After drying it needed to be ironed but since I won't be wearing it very much it was OK.  Less expensive that other shirts.
"
5.0 out of 5 stars,"
  product fits great for my physique and texure very good for good price.<br>keep up the good job amazon and their vendors as i feel
"
5.0 out of 5 stars,"
  I love these shirts!!  For the price this shirt can not be beat.  Nice fit, and the collar looks great.  Just make sure you buy some nice collar stays.  Great shirt!!
"
4.0 out of 5 stars,"
  Very nicely made, but too tight in the waist. Classic fit doesn't mean full. It's still tailored.
"
5.0 out of 5 stars,"
  I couldn't find it in town. So, got it online and I'm happy with it.
"
5.0 out of 5 stars,"
  Nice shirt for my new suit
"
5.0 out of 5 stars,"
  Came right on time shirt is as expected
"
3.0 out of 5 stars,"
  The shits wash well don't need much iron but a bit small the sleeves and the chest
"
5.0 out of 5 stars,"
  I liked this shirt. It fitted as expected, and it was an excellent purchase for the price.
"
4.0 out of 5 stars,"
  The shirt is acceptable in fit and material. Looks good and for the price is a good vlue.
"
4.0 out of 5 stars,"
  While it was listed as ""regular"" fit, it was closer to ""trim"" fit, it seemed.  Quality of cloth and stitching is good.
"
4.0 out of 5 stars,"
  The material is thinner than I was expecting. Certainly not see through but not thick like oxford cloth. He seems to them. They do seem easier to get get wrinkles out of.
"
5.0 out of 5 stars,"
  Great shirt, great price. I ordered 2 more when they became available.
"
5.0 out of 5 stars,"
  I bought the size 17"" 34L and needed 17 "" 36 make sure to check size before buying
"
5.0 out of 5 stars,"
  Product is not the quality of some higher end brands, but its not priced like them either.  These are more than sufficient for my needs.
"
5.0 out of 5 stars,"
  A good looking, well made, comfortable fitting shirt at a surprisingly low price.  I will definitely be buying Amazon Essentials shirts again.
"
5.0 out of 5 stars,"
  Great materials. Just a good 100 percent cotton shirt love it. And wrinkle free. Best shirt I bought so far
"
1.0 out of 5 stars,"
  Terrible.  Yellowed cotton like they had been sitting around for years.
"
5.0 out of 5 stars,"
  I am amazed with the good quality of this shirt. I’ll keep buying for work. The material looks and feels good.
"
3.0 out of 5 stars,"
  Sizes run small
"
5.0 out of 5 stars,"
  The size I ordered should be a little bigger then what you sent. It seems to be titer the other shirts I already own.
"
5.0 out of 5 stars,"
  Very comfortable. Looks nice. Easy with a tie due to spread collar. Gets compliments every time I wear it. Low maintenance.
"
4.0 out of 5 stars,"
  Fabric seems to be quite lightweight. Have not washed it yet to see how it looks after washing.
"
5.0 out of 5 stars,"
  Really like this shirt<br>Fits good<br>Good price
"
5.0 out of 5 stars,"
  Excellent value for the money. The shirt came with a fit exactly as expected. Looks like a shirt worth twice what I spent
"
5.0 out of 5 stars,"
  Good basic white shirt for my teen to wear with a suit 3-4 times a yr.
"
5.0 out of 5 stars,"
  For the price this is a nice shirt.  It fit perfectly.  Buttons are sewn on well and the shirt is comfortable.  Out of the bag there are not super sharp creases.  I was in a hurry and wore it out of the bag.
"
4.0 out of 5 stars,"
  Decent for the money.
"
5.0 out of 5 stars,"
  I have a gentleman should have pressed white dress shirts to wear. At this price I bought 5, one for each day of the week! Good quality, good fit and the cloth is soft.
"
5.0 out of 5 stars,"
  Wow! This wrinkle resistant shirt looks perfect right out of the dryer. Like it actually had been ironed. Will purchase again.
"
2.0 out of 5 stars,"
  I had to return the shirt because the shirt is made of a super thin material in which an undershirt can be visible. This shirt is not cut out to be used for business purposes.
"
5.0 out of 5 stars,"
  My husband loves these and wants no other shirts now. Many people complained of the slim fit - for him it was perfect and had no bubble in the back like many lower cost shorts have.
"
2.0 out of 5 stars,"
  dress shirt for Church and I should get a free shirt or a refund with a 1/2 larger in the neck size and see how that works....I guess its time to go to Macy`s ...which I hate going to the malls ...I`ve bought 83 items in the past year from Amazon.....Hmmmmm
"
5.0 out of 5 stars,"
  Nice dress shirt, no wrinkles and looks sharp.  The price was also nice.
"
5.0 out of 5 stars,"
  Launders well.
"
3.0 out of 5 stars,"
  returned it as not as described. It should have been described as a red and blue tattersall, not a red tattersall.
"
3.0 out of 5 stars,"
  Too long blew thigh almost to the knee. Shirt sleeve length is 32/33 so why the shirt is too long in length.
"
5.0 out of 5 stars,"
  VERY well made, actually better than some of the more expensive brands, and irons (yes irons!) like a dream.
"
5.0 out of 5 stars,"
  Fits fine and good value with 2 pack.
"
4.0 out of 5 stars,"
  Good shirt for the price. As far as wrinkle resistant, not as good as brooks brothers, but not a $135 shirt either. Not sure on overall durability yet but would buy again.
"
1.0 out of 5 stars,"
  It's NOT wrinkle resistant. It's 100% cotton. Not sure why it says it is
"
5.0 out of 5 stars,"
  A great shirt at this price!  Very pleased with this product.
"
5.0 out of 5 stars,"
  I really like the quality and the feel of this shirt. It feels like a premium shirt- not a $20 bargain. I like loose shirts so the size is good for me. Plus I am a small guy. So the fit will prob be perfect for a regular sized guy. Just ordered another 3 shirts.
"
3.0 out of 5 stars,"
  Not to bad, a little big and stiff. Color is great no fading. Not bad for a budget but.
"
5.0 out of 5 stars,"
  This fabric feels like a quality shirt. I will be buying more
"
5.0 out of 5 stars,"
  This is a super nice shirt and especially at this price point. Quality seems to match that of name brand shirts I’ve bought in the past
"
1.0 out of 5 stars,"
  I bought this shirt in my normal shirt size and it fit as if it were two sizes too small!
"
2.0 out of 5 stars,"
  Waist too small for reg fit 17.5 neck
"
5.0 out of 5 stars,"
  The shirt fits perfect! Sleeve length was solid it wasn't too tight. I will order 2 more shirts soon
"
5.0 out of 5 stars,"
  Fits as expected. The fabric is not too thin.
"
5.0 out of 5 stars,"
  Good quality and fit
"
3.0 out of 5 stars,"
  Good product. Black color fades fast.
"
5.0 out of 5 stars,"
  High quality.  Good fit.  Not too baggy like many off the rack shirts.  Also, not super short like those you often find in this price range.  I'm 6' 2"" amd fit.<br>I wear a 16.5"" neck and 34/35 length.  I ordered the same here and fit perfect.  The quality has led me to look at other Amazon Essential clothing options.
"
1.0 out of 5 stars,"
  CHEAP CHEAP CHEAP, FOCUS ON THE SELLING AND STOP TRYING TO BECOME A DESIGNER
"
5.0 out of 5 stars,"
  I just wish Amazon did a better job of keeping other styles of this shirt in stock.
"
5.0 out of 5 stars,"
  Nice shirt and a good bargain
"
1.0 out of 5 stars,"
  My son wore this to work and while the fit was good... The entire sleeve just ripped.  It was not abused in any way.  Don't waste your money
"
