score,review
5.0 out of 5 stars,"
  Well tailored and nice material. Coler was different than anything I had and very versitle
"
5.0 out of 5 stars,"
  Nice pinpoint color
"
1.0 out of 5 stars,"
  I washed it on the delicate setting with some of my other work shirts and both cuffs separated. Unwearable. This item is complete garbage.
"
1.0 out of 5 stars,"
  My husband wore this shirt one time and the material on the inside of the neck is coming unstitched.<br>He really liked the shirt but it is not made well.
"
5.0 out of 5 stars,"
  Shirt is well made, and very comfortable. The shirt fits perfectly, and is beautiful.
"
1.0 out of 5 stars,"
  The shirt was sewn with parts of the shirt's material on the wrong side.  This is a very basic part of sewing to sew the garment with the material facing the same side.
"
5.0 out of 5 stars,"
  Good price. Nice shirt.
"
5.0 out of 5 stars,"
  I love the quality of this brand
"
5.0 out of 5 stars,"
  As expected. Good product. Good quality.
"
5.0 out of 5 stars,"
  I liked it. For my own use
"
5.0 out of 5 stars,"
  Nice Shirt. Wore it to church Sunday and was thinking of getting another one in a different color.
"
3.0 out of 5 stars,"
  Ok
"
3.0 out of 5 stars,"
  Worked well
"
5.0 out of 5 stars,"
  Nice shirt but the second button on the sleeve slit is stupid. Other than that this is my third button down Van Heusens shirt.
"
5.0 out of 5 stars,"
  Bought this shirt for my husband. The cornflower blue pinstripes are gorgeous! He looks so handsome in this and I think it's one of his new favorites. It's also soft but ""manly"". An overall great buy!!!
"
5.0 out of 5 stars,"
  good fit and well made.
"
5.0 out of 5 stars,"
  It was used for work and church
"
5.0 out of 5 stars,"
  I have been wearing these shirts for years at work each day. Very good quality, fits well, very comfortable, wrinkle free, once dried, just fold them well and press them in the pile of clothing and they come out neat looking. I strongly recommand.
"
5.0 out of 5 stars,"
  I am very pleased with all 3 Van Heisenberg Dress shirts. They fit perfectly and I could not. E happier
"
5.0 out of 5 stars,"
  All Van Heusen shirts fit well and look great.. Wearing them for years and will continue to do so..
"
1.0 out of 5 stars,"
  Hi<br>I opened today but there are a lot defaults.<br>I am very angry
"
5.0 out of 5 stars,"
  My Favorite Shirt.  It fits well and looks good.
"
5.0 out of 5 stars,"
  very nice and good quality
"
5.0 out of 5 stars,"
  Nothing to dislike about them. They fit that’s all that counts.
"
5.0 out of 5 stars,"
  Very nice shirt !!
"
1.0 out of 5 stars,"
  Product must be a seconds.  Pocket is one inch plus too low.  Button holes on sleeves are not present.  Fit is too large. Very disappointed with this product
"
5.0 out of 5 stars,"
  Material was nice, but it was little bit large so I had to return it. Usually I wear 15.5 in size but it was bit large with this brand.
"
5.0 out of 5 stars,"
  Fit perfectly and well made. Very happy with my shirt. I will buy more.
"
4.0 out of 5 stars,"
  Feels great
"
5.0 out of 5 stars,"
  Perfect
"
2.0 out of 5 stars,"
  You got 2 stars because you failed to mentioned that the shirt was 2XL!!!
"
5.0 out of 5 stars,"
  Great shirt!
"
5.0 out of 5 stars,"
  Fits good.
"
5.0 out of 5 stars,"
  Love this bread
"
1.0 out of 5 stars,"
  This is not typical of Van Heusen shirts.  Colors ran when sent the first time to the dry cleaners.  Send 5 shirts weekly and have never had this happen.
"
4.0 out of 5 stars,"
  great product.
"
1.0 out of 5 stars,"
  Too small
"
5.0 out of 5 stars,"
  Decent office shirt for everyday-type use, has held up well over a few months - color is still sharp and we have seen no problems with loose stitching, buttons coming off or badly sewn button-holes etc etc - quality appears to be consistently high. We've purchased 3 at various times,  and sizing has also been consistent.
"
4.0 out of 5 stars,"
  Nice shirts for the money.  I wear a tie four days a week.  VH are good every day type duds.  You can always spend $100 on a nicer shirt with french cuffs when the circumstances demand
"
4.0 out of 5 stars,"
  As advertised, fits well, good quality, arrived on time
"
4.0 out of 5 stars,"
  Good for office or casual wear
"
5.0 out of 5 stars,"
  fits as expected, always looks clean
"
5.0 out of 5 stars,"
  A great feeling, great looking shirt.  I ordered another one,  in a different color, today.
"
5.0 out of 5 stars,"
  I have written favorable reviews about Van Heusen dress shirts because I but them all the time due to fit, looks, ease of care, and price.  This review is the same.  I wish Vah Heusen had a dress shirt of this caliber in a broader stripe.
"
4.0 out of 5 stars,"
  Fits well. Looks good. Not truly wrinkle free does need ironing after washing but does not wrinkle while wearing.
"
5.0 out of 5 stars,"
  Great shirt - classic and crisp. Love the color - stripes look great with navy club tie.
"
4.0 out of 5 stars,"
  Work shirt
"
1.0 out of 5 stars,"
  Stitching is twisted
"
5.0 out of 5 stars,"
  Its like slim fit but not so slim
"
5.0 out of 5 stars,"
  EXCELLENT! Fit perfect to my husban! Very nice quality! :D
"
3.0 out of 5 stars,"
  Nice semi dresse shirt ok for every day uses.
"
5.0 out of 5 stars,"
  Nice dress shirt. Reordering more.
"
5.0 out of 5 stars,"
  Great price, great quality for the price. Fits well
"
1.0 out of 5 stars,"
  Chose neck and sleeve lengths 17 1/2 32/33... item arrives as XXL :(
"
5.0 out of 5 stars,"
  Nice shirt, I just ordered the wrong size
"
3.0 out of 5 stars,"
  Thread count seems a little low. Irons just ok. Not great
"
5.0 out of 5 stars,"
  La caída de la tela
"
4.0 out of 5 stars,"
  Everything was as expected, now we have to see the results of washing.
"
5.0 out of 5 stars,"
  Very nice shirt and fits as expected.
"
5.0 out of 5 stars,"
  Love the quality.  Perfect work shirt for my husband.
"
4.0 out of 5 stars,"
  Thin material but a good shirt for the price and good for quickly and cheaply adding depth to a wardrobe.
"
5.0 out of 5 stars,"
  These shirts never disappoint
"
5.0 out of 5 stars,"
  The shirt is gorgeous.
"
1.0 out of 5 stars,"
  After one wash the cuffs stitching came out.  Also, the material was thinner than expected. I returned this shirt as defective.
"
5.0 out of 5 stars,"
  Nice fit good material
"
5.0 out of 5 stars,"
  I have never bought a shirt on Amazon before. The shirt fits perfectly. I like this.
"
5.0 out of 5 stars,"
  Fits good, looks good, feels good
"
4.0 out of 5 stars,"
  Fits well, good quality material, not too thin as experienced with some other VH shirts. Nice shirt.
"
5.0 out of 5 stars,"
  The way it fits
"
5.0 out of 5 stars,"
  A very good shirt
"
4.0 out of 5 stars,"
  I was looking for a fitted dress shirt, but only regular fit was available.
"
4.0 out of 5 stars,"
  Shirt fit well, but just a bit wide in the mid drift, even for a classic cut.
"
3.0 out of 5 stars,"
  Fit is smaller than desired.
"
5.0 out of 5 stars,"
  Very nice and quality shirt
"
3.0 out of 5 stars,"
  Check your personal measurements before purchasing.
"
5.0 out of 5 stars,"
  Classy shirt, good style, doesn't need much ironing. Good value for money
"
5.0 out of 5 stars,"
  Nice shirt for the price. I bought one and then two more.
"
4.0 out of 5 stars,"
  It is a shirt. What more is there to say?
"
5.0 out of 5 stars,"
  Great looking shirt, stylish, professional and true to size.
"
5.0 out of 5 stars,"
  Nice product -looks more expensive than it was
"
5.0 out of 5 stars,"
  Fantastic quality
"
5.0 out of 5 stars,"
  great buy..thanks
"
4.0 out of 5 stars,"
  This product was a gift and the recipient seemed very happy.
"
5.0 out of 5 stars,"
  The fit seems fine!  I wish that the stripe pattern was a bit wider.
"
5.0 out of 5 stars,"
  Looks great!
"
5.0 out of 5 stars,"
  Beautiful shirt and it fits well.
"
5.0 out of 5 stars,"
  Very nice shirt. Will order again.
"
3.0 out of 5 stars,"
  Looks good, a bit larger than size.
"
5.0 out of 5 stars,"
  Good shirt.  Nice colors and nice fit.
"
1.0 out of 5 stars,"
  Product was coming unravelled at the sleeves. Poor quality. Returned both shirts.
"
5.0 out of 5 stars,"
  Excellent fit
"
5.0 out of 5 stars,"
  nothing to add.
"
5.0 out of 5 stars,"
  The feel, the fit and look of this shirt are classic and will look good for years
"
5.0 out of 5 stars,"
  Great fit and style. The perfect shirt that I was looking for.
"
4.0 out of 5 stars,"
  Looser than expected
"
5.0 out of 5 stars,"
  Van Heusen is always a good fit all-the-way-around. I have worn Van Heusen for years with no complaints.
"
5.0 out of 5 stars,"
  I received this as a gift.  I love Van Heusen dress shirts.
"
5.0 out of 5 stars,"
  High quality for the price. I had to have it pressed at the cleaners before wearing because the folds wouldn't come out. Fit perfectly, looks sharp.
"
4.0 out of 5 stars,"
  great shirt, looks and fits great!
"
5.0 out of 5 stars,"
  It was a nice looking shirt and my husband has a lot of Van Heusen shirts that fit great if we get the right size, but somehow the size I thought I ordered was not the right size. I may try to reorder the same shirt and watch closer what button I push.
"
5.0 out of 5 stars,"
  Very nice shirt. Great quality!!
"
5.0 out of 5 stars,"
  Fit as advertised at a great price
"
5.0 out of 5 stars,"
  Great fit
"
5.0 out of 5 stars,"
  Very happy with the shirt worked out real well
"
5.0 out of 5 stars,"
  I love these Van Heusen shirts. They fit as expected and the price is great.
"
5.0 out of 5 stars,"
  Perfect shirt for a cheap price !
"
5.0 out of 5 stars,"
  Fits great! Shirt seems comfortable too.
"
5.0 out of 5 stars,"
  Good shirts that are not seconds.
"
3.0 out of 5 stars,"
  It’s a decent shirt. Threads come loose easily.
"
5.0 out of 5 stars,"
  Absolutely love the shirt. My new favorite
"
5.0 out of 5 stars,"
  As expected
"
5.0 out of 5 stars,"
  Nice shirt, quality garment, as was expected, very pleased.
"
5.0 out of 5 stars,"
  I like that the lines are straight on it. Seems to really hold up to the rigors of office work.
"
2.0 out of 5 stars,"
  Nice looking. Fits too tight.
"
5.0 out of 5 stars,"
  Excellent shirts for work or going out
"
5.0 out of 5 stars,"
  Good price, well made, I keep buying them
"
5.0 out of 5 stars,"
  My 16 yr old son absolutely loves this shirt, he would wear it everyday if he could.  Nice shirt, washes great, would buy again for sure.
"
5.0 out of 5 stars,"
  Great value<br>Felt like a million bucks wearing it
"
5.0 out of 5 stars,"
  Great casual but squared away look!!
"
4.0 out of 5 stars,"
  Good product
"
5.0 out of 5 stars,"
  Great professional look in a wrinkle free shirt
"
1.0 out of 5 stars,"
  It is not care-free.  Extensive ironing is needed.
"
3.0 out of 5 stars,"
  Good looking and fits well, but its the second shirt received with frayed sleeves. I am not going for a third try
"
5.0 out of 5 stars,"
  This shirt fit as expected. Nice quality
"
5.0 out of 5 stars,"
  nice shirt
"
5.0 out of 5 stars,"
  la tela
"
5.0 out of 5 stars,"
  excellent!
"
5.0 out of 5 stars,"
  Very consistent quality and for
"
5.0 out of 5 stars,"
  Excellent.
"
5.0 out of 5 stars,"
  Love it
"
5.0 out of 5 stars,"
  I ordered this shirt for my husband and he loves it.  It fits as expected and it shipped very quickly.
"
4.0 out of 5 stars,"
  Not much to say, but a good buy
"
1.0 out of 5 stars,"
  Sleeve ripped after first wash before using. Not the first time this happened with van Heusen shirts. I hope manufacturing will do some action to solve this problem, which is obviously stitching too close to the edge.
"
4.0 out of 5 stars,"
  Good quality and good looking.  Wrinkle free after washing and tumble drying.
"
5.0 out of 5 stars,"
  Nice shirt, very good value!
"
5.0 out of 5 stars,"
  Fit perfectly
"
5.0 out of 5 stars,"
  Marvelous fit, excellent quality, absolute comfort
"
5.0 out of 5 stars,"
  It’s a well made shirt.
"
5.0 out of 5 stars,"
  Like it. Just as good as the high price stuff at JC Penny, etc
"
4.0 out of 5 stars,"
  My brother liked this dress shirt.
"
5.0 out of 5 stars,"
  Shirt fit perfect. I use this for casual business meetings
"
1.0 out of 5 stars,"
  I think the photo says it all. I don't think anyone inspected this shirt. Just poor quality
"
5.0 out of 5 stars,"
  Good price good shirt
"
5.0 out of 5 stars,"
  Sharp, Classy.  James bond quality?  No... But it's good for the ol' 9-5
"
5.0 out of 5 stars,"
  Right fit and good quality.
"
5.0 out of 5 stars,"
  Very nice shirt...travelled well.
"
5.0 out of 5 stars,"
  Great product... as expected
"
5.0 out of 5 stars,"
  Excellent for the price
"
2.0 out of 5 stars,"
  As so often the case, some manufacturers run smaller than others.  I was unhappy with the quality as well.
"
4.0 out of 5 stars,"
  good fit
"
5.0 out of 5 stars,"
  The fit is perfect and the material is a good weight.  It is a very nice shirt.
"
5.0 out of 5 stars,"
  Loved the way it fits
"
5.0 out of 5 stars,"
  Nice shirt at a great price
"
5.0 out of 5 stars,"
  Great quality shirt.
"
5.0 out of 5 stars,"
  Perfect
"
4.0 out of 5 stars,"
  Very comfortable. Hang right out of the dryer.
"
5.0 out of 5 stars,"
  Van Heusen shirts are always amazing.  I've been buying different colors and I don't have regrets. This one here was somewhat large in the belly, 15-32-33 should fit me very well.
"
5.0 out of 5 stars,"
  Just right.
"
3.0 out of 5 stars,"
  It is to large and has smell like it has been worn before
"
5.0 out of 5 stars,"
  Ok
"
5.0 out of 5 stars,"
  Great fit, great style, great price!
"
3.0 out of 5 stars,"
  IT'S OKAY.
"
5.0 out of 5 stars,"
  Están bien ligeramente grande pero bien.
"
5.0 out of 5 stars,"
  Awesome shirt.
"
1.0 out of 5 stars,"
  These shirts had threads hanging all over the place and one had blood stains on the back. These look like factory seconds.
"
1.0 out of 5 stars,"
  Figured a 17 34/35 sleeve would be pretty easy to get right.  Fit is like a 17 28 sleeve.
"
5.0 out of 5 stars,"
  Great shirt. Great price
"
5.0 out of 5 stars,"
  excellent
"
5.0 out of 5 stars,"
  Great shirt and good value.
"
1.0 out of 5 stars,"
  Poor quality shirt, very thin material.
"
5.0 out of 5 stars,"
  Nice shirt at a great price!
"
4.0 out of 5 stars,"
  Fit well, nice shirt, very reasonable price and fast delivery!
"
4.0 out of 5 stars,"
  It was as good as I expected. Fine shirt.
"
5.0 out of 5 stars,"
  Nice
"
5.0 out of 5 stars,"
  Always pleased with every purchase.
"
5.0 out of 5 stars,"
  It is a shirt.  I ordered to fit.  It does.  Shipping was on time.
"
5.0 out of 5 stars,"
  The perfect shirt for me.
"
4.0 out of 5 stars,"
  Arrived as scheduled . Just what I wanted .
"
5.0 out of 5 stars,"
  Great shirt, great fit.
"
5.0 out of 5 stars,"
  Nice shirts. Well packaged and priced fairly.
"
5.0 out of 5 stars,"
  Nice shirt. Nice price.
"
3.0 out of 5 stars,"
  Its not fitted as expected. Material and colour looks decent though
"
5.0 out of 5 stars,"
  Very good shirt. Quality is fine.
"
5.0 out of 5 stars,"
  I got five of these shirts the fit is wonderful i will be ordering more of these. My friend said he got a lot of compliments.
"
5.0 out of 5 stars,"
  Product well put together and fits well!
"
5.0 out of 5 stars,"
  true to fit and appearance
"
5.0 out of 5 stars,"
  Good product
"
5.0 out of 5 stars,"
  good shirt
"
4.0 out of 5 stars,"
  Great shirt and well priced.
"
4.0 out of 5 stars,"
  I wore out my last shirt and was eager to get another one.  The shirt fits well and looks like it will last.
"
5.0 out of 5 stars,"
  Classy and smart shirt. Just what I needed for my new post at work. Will be buying more of these for sure.
"
5.0 out of 5 stars,"
  The shirt fit and finish are fine. I am looking black pin stripe also.
"
4.0 out of 5 stars,"
  Decent off-the-shelf fit for the money. Nice enough for work I would buy them again.
"
5.0 out of 5 stars,"
  Very nice
"
5.0 out of 5 stars,"
  Very nice shirt, fits well.  Will be watching for different colors and will buy more.
"
4.0 out of 5 stars,"
  Well it fits me in most ways.  The shirt tail is very short and the shirt doesn't want to stay tucked in.
"
5.0 out of 5 stars,"
  love van heusen
"
5.0 out of 5 stars,"
  Quality merchandise and delivered on time
"
5.0 out of 5 stars,"
  great shirt
"
5.0 out of 5 stars,"
  Good
"
5.0 out of 5 stars,"
  Nice.
"
5.0 out of 5 stars,"
  Excellent quality shirt!
"
5.0 out of 5 stars,"
  perfect
"
5.0 out of 5 stars,"
  Good quality and material.
"
5.0 out of 5 stars,"
  Fits great!
"
5.0 out of 5 stars,"
  Love it!!!
"
4.0 out of 5 stars,"
  So far so good.
"
5.0 out of 5 stars,"
  Good value. Good fit.
"
5.0 out of 5 stars,"
  Shirt arrived, it was just what I asked for!
"
4.0 out of 5 stars,"
  Good  fit. !  Very Happy so far !
"
1.0 out of 5 stars,"
  Not good quality. The first time my son used it one of the sleeves came in threaded
"
5.0 out of 5 stars,"
  Beautiful shirt. Fits perfectly.
"
5.0 out of 5 stars,"
  Fit as advertised.
"
5.0 out of 5 stars,"
  Looks great on him
"
5.0 out of 5 stars,"
  Very nice quality. fit is perfect. My husband needed a little looser fit in stomach area and long arm. Just what was advertised. we are very pleased
"
5.0 out of 5 stars,"
  Just tried it on.
"
3.0 out of 5 stars,"
  Too large! Wasnt the size I thought!
"
5.0 out of 5 stars,"
  Dress for church
"
4.0 out of 5 stars,"
  Like
"
5.0 out of 5 stars,"
  No iron shirt!
"
4.0 out of 5 stars,"
  nice
"
5.0 out of 5 stars,"
  I love them.
"
5.0 out of 5 stars,"
  Fit as expected. I'll be buying more soon :)
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  Just right
"
5.0 out of 5 stars,"
  Very nice shirt, well made.....
"
5.0 out of 5 stars,"
  Love the quality and fit
"
4.0 out of 5 stars,"
  Great shirt... more costly then I usually spend on a dress shirt, but it was easy to order and it works
"
5.0 out of 5 stars,"
  Great shirt for a hard to fit guy
"
5.0 out of 5 stars,"
  The shirt is of good quality. No issues with stitching or material quality.
"
4.0 out of 5 stars,"
  I like it.  Good Value
"
5.0 out of 5 stars,"
  👍
"
4.0 out of 5 stars,"
  Was a gift for a family member. I hope they liked it
"
5.0 out of 5 stars,"
  Excellent quality!
"
5.0 out of 5 stars,"
  Great
"
5.0 out of 5 stars,"
  Excelent shirt for  the price, feels good
"
4.0 out of 5 stars,"
  Good quality shirt. Nice look.
"
5.0 out of 5 stars,"
  EXCELLENT
"
5.0 out of 5 stars,"
  Good shirt for the price.  This is my second, no problems.
"
2.0 out of 5 stars,"
  Pocket fell off after first wash.
"
5.0 out of 5 stars,"
  Love this shirt!!! It is better quality than I had imagined, fits quite well, is well made  and the color is exactly as shown!  I will be buying more soon!
"
4.0 out of 5 stars,"
  A good quality shirt that runs a little large.
"
5.0 out of 5 stars,"
  To me it was a perfect fit.
"
4.0 out of 5 stars,"
  I did no order extra large
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  very good quality and color and the size as requested
"
4.0 out of 5 stars,"
  very good shirt
"
5.0 out of 5 stars,"
  Feels good except hot sunny day.  Good quality.
"
3.0 out of 5 stars,"
  Very baggy
"
5.0 out of 5 stars,"
  Great value for a great price
"
5.0 out of 5 stars,"
  Price keeps Me buying them.
"
5.0 out of 5 stars,"
  Great.
"
5.0 out of 5 stars,"
  Came in on time, great quality and overall satisfied with this item.
"
2.0 out of 5 stars,"
  Nice shirt. But does need ironing. :-(
"
4.0 out of 5 stars,"
  Nice
"
5.0 out of 5 stars,"
  I love it
"
5.0 out of 5 stars,"
  Here very quick. Fits great
"
5.0 out of 5 stars,"
  Expected quality and fit. No issues. Wrinkle free works well.
"
5.0 out of 5 stars,"
  Dad can button his neck again :)  Dad Loves these shirts, but at 92 his turkey neck was causing issues, so we had to up size.  If you don't have a turkey neck, you'll be fine.
"
4.0 out of 5 stars,"
  Sleeve length was less than expected.  The shirt overall is great in color, thickness and quality.  Sleeve length was less than others i have received in that size.
"
5.0 out of 5 stars,"
  Saved money and fits fine
"
5.0 out of 5 stars,"
  Perfect fit
"
5.0 out of 5 stars,"
  Excelente
"
4.0 out of 5 stars,"
  beautiful dress shirt!
"
5.0 out of 5 stars,"
  Good quality
"
5.0 out of 5 stars,"
  Excellent quality, as expected.
"
5.0 out of 5 stars,"
  Perfect fit.  Will buy another.
"
5.0 out of 5 stars,"
  Very nice shirt very good quality.
"
5.0 out of 5 stars,"
  This is a great quality shirt, is really soft and the size is great aswell,everything's really ok with this. I'm a happy user right now
"
5.0 out of 5 stars,"
  Just perfect.
"
5.0 out of 5 stars,"
  Nice fit. Good quality
"
2.0 out of 5 stars,"
  Love the shirt but the neck is too small. Hubby always wears this neck size so he was very disappointed. Had to return it.
"
4.0 out of 5 stars,"
  Nice looking shirt in good condition
"
5.0 out of 5 stars,"
  Really like this
"
5.0 out of 5 stars,"
  Good quality.
"
5.0 out of 5 stars,"
  very beautiful shirt! dress very well.
"
5.0 out of 5 stars,"
  Fit husband perfectly
"
5.0 out of 5 stars,"
  Nice fit, light weight and comfortable for the office.
"
5.0 out of 5 stars,"
  Good quality shirt at a reasonable price.
"
4.0 out of 5 stars,"
  One pocket, it was a little baggy but otherwise good shirt.
"
4.0 out of 5 stars,"
  Fits well and looks good. I like the shirt a lot.
"
5.0 out of 5 stars,"
  More like 10 stars. Smart shirt that you can withstand the daily grind in. Holds up wonderfully in the washer and dryer. Not a slim fit if that is what you are looking for. Great color and awesome fit. Must iron after wash but good material.
"
5.0 out of 5 stars,"
  Excellent fits perfect.
"
1.0 out of 5 stars,"
  It was not the one I asked for, and comes with a hole down the pocket.
"
4.0 out of 5 stars,"
  ok
"
5.0 out of 5 stars,"
  good quality and nice fit
"
5.0 out of 5 stars,"
  Excellent Quality, Fit, and prompt delivery
"
5.0 out of 5 stars,"
  good quality/price ratio
"
5.0 out of 5 stars,"
  Bought as a gift. Excellent quality. Recipient very pleased. Thank you.
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  nice shirt
"
4.0 out of 5 stars,"
  Good fit, good quality fabric, nice pattern.  One star taken away for a poorly made buttonhole.  One side of the hole has no stitches at all leading to loose threads.  Did not bother to return it.
"
4.0 out of 5 stars,"
  Really nice shirt.  Holds a pressing very well.  Thinner material - would have liked to seen slightly heavier/denser material used.  Collar is perfect for a point style.  Stripes are very crisp but not overly bright.  Sleeves are perfect length.  Price is fair and I would buy it again. Received in just two days, and I no longer visit department stores.
"
5.0 out of 5 stars,"
  still the best classic dress shirt made
"
5.0 out of 5 stars,"
  Very nice shirt
"
3.0 out of 5 stars,"
  I ordered the same size as always 17' neck / 33' sleeve. Sleeves are cut right. I cannot button the neck. May be mislabeled or a factory mistake. Returning is cost prohibitive. Nice made shirt though. I can wear it open collar with sport jacket.
"
4.0 out of 5 stars,"
  Great colour and fit
"
5.0 out of 5 stars,"
  These shirts are very good and fit well.  It is pretty sad that there are so few manufacturers who sell their shirts the old way: by neck size and sleeve length.  Unfortunately we are not a S/M/L/XL society.
"
4.0 out of 5 stars,"
  Great purchase!
"
5.0 out of 5 stars,"
  I'm 6'0, 195 and this shirt fits great even at 180. I've bought them for years at the outlet mall (when this particular size and color is in).<br>They're a no brainer and I wear them to work.
"
3.0 out of 5 stars,"
  Looks great on my son
"
5.0 out of 5 stars,"
  Nice shirt, fit well.
"
4.0 out of 5 stars,"
  great
"
4.0 out of 5 stars,"
  A little loose but after a few washes it should be just fine.
"
5.0 out of 5 stars,"
  GOOD
"
3.0 out of 5 stars,"
  This appears to be a well made shirt but it is certainly not no-iron.  Even taking it out of the dryer it is not wearable without ironing.  I will send it to the commercial laundry from now on.
"
5.0 out of 5 stars,"
  I normally wear a 15 1/2 33-34 but of course they didnt have this size when I ordered.  So, I took a chance and ordered a 16 33-34 and it fit like a 15 1/2  Van Heusen is hit and miss that way sometimes.  Overall, its a decent shirt.
"
5.0 out of 5 stars,"
  Great looking Oxford Cloth dress shirt ... like I used to wear 50+ years ago.
"
5.0 out of 5 stars,"
  Great fit and dignified simplicity for any well dressed man. Tall men need the extra arm length and this shirt provides.
"
4.0 out of 5 stars,"
  Sorry that this shirt is 65% polyester - 35% cotton.  It is a hot shirt in the summer.  The sleeves seems to be a bit long but not enough to request alteration or return.
"
5.0 out of 5 stars,"
  Shirt looks exactly like the picture and fits well. We have not had problems with wrinkles after several washings and the shirt is as vibrant as the day we bought it.
"
5.0 out of 5 stars,"
  I am 6'1"", 255lbs. I re-ordered 16-16.5, 36/37 and they fit great. I find that IZOD generally fits comfortably for bigger guys (like myself).
"
3.0 out of 5 stars,"
  I have not washed or had the shirt pressed yet.  But so far so good.
"
2.0 out of 5 stars,"
  I washed this shirt for the first time and it was not wrinkle free.  Another shirt from Van Heusen labeled easy care that I bought awhile ago came out of the dryer wrinkle free so my washing protocol was fine.  Am very disappointed that this shirt does not hang up wrinkly free.
"
5.0 out of 5 stars,"
  Shirt looks good and at a better price then in stores
"
4.0 out of 5 stars,"
  Very good.-
"
3.0 out of 5 stars,"
  Stitching on one of the sleeves was irregular with lots of threads hanging out.  Otherwise a great shirt.
"
5.0 out of 5 stars,"
  I always like to wear this kind of model  shirt. I feel very confortable and good looking when I used it.
"
2.0 out of 5 stars,"
  This shirt is too large, I bought the smallest size and it looks like a XL
"
1.0 out of 5 stars,"
  Too small and too tight based on other Van Heusen men's dress shirts that I have bought.
"
5.0 out of 5 stars,"
  great shirt fit right wrinkle free tough durable shirt would buy it again
"
5.0 out of 5 stars,"
  Always depend on a perfect fit with Van Heusen. Great shirt.
"
1.0 out of 5 stars,"
  Returned
"
5.0 out of 5 stars,"
  Nice shirt. As advertised. Would buy again.
"
4.0 out of 5 stars,"
  Bought as gift.  Good quality.  Shirt as advertised.
"
5.0 out of 5 stars,"
  good quality
"
5.0 out of 5 stars,"
  Very nice shirt and good fit!
"
2.0 out of 5 stars,"
  Sleeves too short
"
4.0 out of 5 stars,"
  Good product
"
3.0 out of 5 stars,"
  Bien
"
1.0 out of 5 stars,"
  Yuck.
"
3.0 out of 5 stars,"
  Good
"
3.0 out of 5 stars,"
  The shirt is too large for me and I give it to my father. And it fits.
"
2.0 out of 5 stars,"
  I purchased 2 Van Husen striped shirts from a department store and like most consumers reported. After the first wash, the thread on the chest line began to come lose. Now, it looks like the shirted has the stressed look. Not a Good look in Executive meetings. My other shirt threads came out on the size, and the material simply tore.<br><br>Over owned 100s of Van Husen shirts, some wear out at the elbow, over had that a lot, but that's after 2 yrs and few washes. The colors do not bleed, but the material gets very weak of regular office environment wear. I think Van Husen is officially off my purchase list.
"
2.0 out of 5 stars,"
  I ordered 3 of these shirts as they were on sale.  Unfortunately I made the mistake of not washing just one to see what it looked like.  They all look wrinkled no matter how you wash and dry them.  Even my wife who is not that picky says they always look wrinkled.  I'm not making a comparison with shirts taken to the cleaners but other shirts that are on the market.<br><br>My advice is to buy a shirt from LL Bean and then one of these.  I can guarantee that you will want to send this one back.  Sure the ones from bean are more expensive but they are much better quality, will last twice as long and yes are  actually wrinkle free.<br><br>If you want a shirt to leave untucked with jeans on casual day at work, yes you can get away with one of these.  I gave them 2 stars because I've seen worse...
"
5.0 out of 5 stars,"
  Very happy with the quality and shape of this shirt, but fit is a little tighter then normal, so I exchanged for 1/2 size<br>larger neck.
"
4.0 out of 5 stars,"
  This is a nice shirt, pretty much just what I was looking for. My only suggestion is they be a little more precise on sleeve lengths. An inch makes a difference so I would prefer a 34"" sleeve over a 35"" sleeve and over a 34/35"" sleeve.
"
4.0 out of 5 stars,"
  I like the shirt.  It fits perfectly, it's well tailored and made.  It does not come out of the dryer wrinkle free but I've order a garment steamer to hopefully take the wrinkles out.  Other than that, I like it very much.
"
5.0 out of 5 stars,"
  I bought it for my husband, and he loved it! This shirt is excellent as I expected. The fit was just right, the material and price were excellent and I am completely satisfied. I'd like more of this in different colors.
"
3.0 out of 5 stars,"
  Sleeves too short. Decent material, not great.
"
1.0 out of 5 stars,"
  When I washed the shirt the cuffs on the shirt fell apart.
"
5.0 out of 5 stars,"
  Bough this for my fiance. He liked it very much in fit, feel, and color.
"
1.0 out of 5 stars,"
  Both cuffs in the shirt came apart with the first washing. The quality is horrible.
"
5.0 out of 5 stars,"
  Great quality just a little loose for my style. Slim fit would be perfect.
"
1.0 out of 5 stars,"
  Shirt sleeves are different lengths.  I gave this to my father in law as a gift for Christmas and he just opened it.  Apparently too late to return it deadline was 01/31 and it is now 02/04 - so now he is stuck with a useless shirt...very disappointing.
"
5.0 out of 5 stars,"
  I haven't worn these business shirts much, so here's the main point: after being tailor measured, Van Heusen fit better than a competitor. But at the time of purchase, there was a limited selection of colors and patterns by Van Heusen on Amazon (i.e. for this exact shirt style.) Which is how I found a problem with fit from a competitor shirt maker.
"
5.0 out of 5 stars,"
  I bought this shirt recently after receiving 2 other shirts in different colors for Christmas, to replace 3 other long sleeve shirts that are past their prime which I gave away to be used as art smocks.  Very happy with the shirt I purchased plus<br>the two that were Christmas gifts.
"
