score,review
5.0 out of 5 stars,"
  Looks great. packaged well. But as it says the neck stretches or whatever, just know I used to wear a 17 1/2 and needed bigger so I got 18 and with the stretch feature I thought I'd be ok. But it still just barely fit. I can't imagine my neck went up 2 sizes so I wouldn't really take the stretch part to the bank. If you think you need a specific size get that or maybe 1/2 bigger.
"
3.0 out of 5 stars,"
  The shirt is the same cut as the shirts I’ve bought from the brick and mirror store. However the “classic pink” is more lavender than pink. I included a picture of what it looks like compared to my husbands actual pink and purple shirts and as you can tell, it’s light purple.<br>It’s fine, I’ll keep the shirt, it’s just annoying since I was trying to replace a pink shirt.
"
5.0 out of 5 stars,"
  In a dress shirt, it's all about the collar. Fabric or prints are always overshadowed by either a sad, weak collar that won't standup or like this shirt, a stiff, vertical collar that stands up to a distinctive profile. Plenty of room in my 44 inch mid section and 50 inch chest. Ordered longer arms because I am heavier in my upper back and the length is roomy by 1 inch but I expect shrinkage by 1/2 inch. Great fit.
"
1.0 out of 5 stars,"
  Compre una camisa Van Heusen, recibí algo que no tiene marca no se exactamente que talla es, no es el producto que solicite, decepcionado de la compra pero sobre todo decepcionado de Amazon de no validar la calidad de los productos que ofrecen.
"
1.0 out of 5 stars,"
  This is advertised as a new product but it had already been unpacked and had a stain where a pin was reinserted.  I’ve never had a problem with the other van Huesen shirts I’ve bought on amazon
"
5.0 out of 5 stars,"
  Over the years I have had difficulty finding a dress or sport shirt that fits me.  I have short, strong arms, a full, strong torso, and full muscular, short neck.  This is a great shirt and I will be ordering more not that I know the fit and quality of fabric.  Thanks!!!
"
2.0 out of 5 stars,"
  The size is not mentioned so until it arrive all you have is neck and arm length. Showing it is a 2x is far more descriptive to know if it will fit. I can only wear a 3X or larger.
"
4.0 out of 5 stars,"
  Nice material. Collar and sleeves fit exactly as expected. Body fits OK but could be a little roomier for me (48"" chest, 44"" waist). Not a lot of stretch, but a little.  Size 17 neck 36/37 sleeve.
"
5.0 out of 5 stars,"
  Soft, wrinkle resistant shirt that fit as required.  I would recommend this product.
"
5.0 out of 5 stars,"
  I probably won't wear this too often because I don't see myself wearing a white dress shirt too often.  When the next need arises I know this shirt will look good.  It fit just as described and it looks great.  You will not be disappointed.
"
5.0 out of 5 stars,"
  Material is good thickness, not too thin like some shirts.  Breathes ok....this particular material holds hair, lint and dust pretty bad however.  This is the only color that has done that out of the 4 or 5 shirts i bought from this group.  The other colors have been ok.
"
5.0 out of 5 stars,"
  I bought this for my son.  The shirt is very nice quality, good fit and a great color.  The price was good, too.  I would not hesitate to buy it again in another color for him.
"
3.0 out of 5 stars,"
  This shirt is not well made or QC, it looks like they sew the QC label with washing label hence no QC the sewing machine treads on the collar are not uniform, a lot of treads hanging from the collars. This button down/dress shirt is very poor quality
"
5.0 out of 5 stars,"
  My brother loves the shirt and it looks so great on him. Very well made and easy to wash and dry. Limited wrinkles which is awesome. Highly recommend.
"
3.0 out of 5 stars,"
  the collar does not flex as described. I have always got the shirts with expandable buttons but this is not the same. It fits ok but these are price point dress shirts for once in a while. Same shirts you can get at JC Penny.
"
5.0 out of 5 stars,"
  Finding a black shirt for semi-casual wear seemed like a real task, but Amazon was there once again when the need arose.  Looks good, feels great and is much appreciated.
"
5.0 out of 5 stars,"
  Husband needed a couple new work shirts, he found this one &amp; he loves the color &amp; it fits well.  Exactly what he needed.
"
1.0 out of 5 stars,"
  The collar on the shirt which was shipped was far too small for my neck, even though I ordered the collar that my neck measures at.  Perhaps if they had shipped the correct size shirt, I would be able to have a more favorable opinion.
"
5.0 out of 5 stars,"
  Had to iron this shirt so that was a disappointment. It food great and is comfortable
"
2.0 out of 5 stars,"
  A different colored shirt that I got last year was made in Indonesia and it fit good. I wanted to get another one in gray, but they were out last year. This year's shirt supply is made poorly in Ethiopia and didn't fit well. The button holes and the buttons did not line up properly, so there was a bulge of extra fabric at the top below the collar. This is not acceptable.
"
5.0 out of 5 stars,"
  Good fit except too big on the arms..... this white color is Flimsy than the other colored shirts i ordered otherwise still a good buy for the sale price....
"
5.0 out of 5 stars,"
  need a t shirt under this otherwise very nice shirt ! we are pleased !
"
5.0 out of 5 stars,"
  These shirts were a great value for our groomsmen. They did layer with a solid white tee underneath but overall great fit!
"
5.0 out of 5 stars,"
  Very impressed with shirt. The fabric is soft and looks very dressy. My husband especially liked the collar. He said it was very comfortable.
"
5.0 out of 5 stars,"
  Just a tad on the large side but could not find a shirt to fit perfectly
"
5.0 out of 5 stars,"
  Great dress shirt, reasonable price. The fit was spot on w/ a little flex just in case.
"
3.0 out of 5 stars,"
  These shirts have no more give in the neck than any other dress shirt I’ve worn in the past.<br><br>That said the shirts fit fine and look nice.  However if you want a little more stretch in the collar look elsewhere.
"
5.0 out of 5 stars,"
  Liked the color of shirt as pictured and fit extremely well--correct sizing as advertised!
"
3.0 out of 5 stars,"
  Nice shirt but the fabric is very thin. Thinner than previous purchase of the same. Except for that it is a nice shirt good quality
"
5.0 out of 5 stars,"
  Very comfortable<br>Good Looking<br>Good Value for the money
"
5.0 out of 5 stars,"
  Designer shirt for super cheap. Looks and fits
"
5.0 out of 5 stars,"
  This was a gift for my husband, he really liked the color and the fit.
"
4.0 out of 5 stars,"
  These address nice shirts, but they still won't cover your big belly. They also do not come out of the dryer ready to wear.
"
5.0 out of 5 stars,"
  Perfect fit! Arrived early and seems “Taylor fit”<br>$55 retail price tag. Great deal 👍<br>Would  buy again ,,,<br>Very happy !
"
1.0 out of 5 stars,"
  The description stated DRESS SHIRT, LONG SLEEVE! It even stated the cuffs were adjustable! Guess what??? SHORT SLEEVE! Very disappointing! Who wears a short sleeve for dress? Honestly!!<br>🙄🙄
"
3.0 out of 5 stars,"
  not a comfortable material nor wrinkle free
"
5.0 out of 5 stars,"
  Great looking shirt! My husband loves it!
"
5.0 out of 5 stars,"
  Nice shirt- fit as expected- bought the first one for $32.00 and the second for $21- timing is everything
"
5.0 out of 5 stars,"
  Beautiful shirt! Material is fabulous and feels great!
"
5.0 out of 5 stars,"
  Very nice shirt!  Super happy about the purchase
"
5.0 out of 5 stars,"
  easy order and fast delivery,  shirt fits great
"
1.0 out of 5 stars,"
  I would not recommend this shirt to any one absolutely trash. Fits to big when you tuck it and after one wash Material wears out
"
5.0 out of 5 stars,"
  Great fit, deep rich color.
"
1.0 out of 5 stars,"
  the shirt fit excellently. However, it is a scientific breakthrough this company is able to produce a material as thin as this shirt. I was shocked at how see through this shirt was
"
5.0 out of 5 stars,"
  Excellent material, fits in all the right places. Look good.
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  Very good
"
4.0 out of 5 stars,"
  This shirt fit fine it wasn't a tailored fit so it provided me with a nice fit that was comfortable
"
5.0 out of 5 stars,"
  Less wrinkles if you hanger it damp and not put it in the drier.
"
5.0 out of 5 stars,"
  Wore this in a wedding as a groomsmen, and it was perfect for the occasion
"
5.0 out of 5 stars,"
  Nice
"
5.0 out of 5 stars,"
  Good quality shirt for an excellent price, could be a bit longer but it was good enough.
"
5.0 out of 5 stars,"
  I needed a shirt with longer sleeves and this one fit me well
"
4.0 out of 5 stars,"
  fit as advertised. plenty of room, very comfortable. a little THIN on the material must be ironed at all times , but this does help with keeping cool. very good shirt.
"
4.0 out of 5 stars,"
  For the money, this was a great shirt. Fit as expected and a comfortable material.
"
5.0 out of 5 stars,"
  Nice color and great fit
"
4.0 out of 5 stars,"
  Great shirts, consistent fit and style.  These are my ""go to"" dress shirts.
"
5.0 out of 5 stars,"
  Great look and great fit
"
3.0 out of 5 stars,"
  very thin fabric so it looks cheap
"
5.0 out of 5 stars,"
  Great shirt, the size fit me perfectly! (6’3’, 205 lb). The product is made qualitatively
"
5.0 out of 5 stars,"
  My husband loves the shirt. The color was perfect for our son’s wedding
"
4.0 out of 5 stars,"
  It was fine for the money, but it's not awesome
"
5.0 out of 5 stars,"
  Good quality shirt, as advertised.
"
5.0 out of 5 stars,"
  You know for sure what you're getting from them.
"
5.0 out of 5 stars,"
  I'm very happy with these shirts. I'm hard to fit, and the separate sizes for sleeve, neck and length make it much easier to find a shirt that fits everywhere. Nice comfortable fabric too. I'll probably order some more.
"
5.0 out of 5 stars,"
  It’s perfect! The color was just like the picture too.
"
5.0 out of 5 stars,"
  Good price, better than Belk's price with discounts and coupons.
"
2.0 out of 5 stars,"
  I pulled this out of the bag and there was a stain. It almost looked like makeup. Really kind of gross. Probably will be returning it/finding a different seller. Contacting customer service now.
"
5.0 out of 5 stars,"
  Fits as expected.  True to size
"
5.0 out of 5 stars,"
  I like the size and fit of this shirt. Light weight and it stretches a bit.
"
5.0 out of 5 stars,"
  Husband loved the fit and color
"
4.0 out of 5 stars,"
  Like
"
5.0 out of 5 stars,"
  Looks and fits great!
"
5.0 out of 5 stars,"
  Yes good
"
3.0 out of 5 stars,"
  It’s just ok. I was hoping for a little extra room around the neck. It’s about an inch too big. Nice shirt. But my necks not that big.
"
5.0 out of 5 stars,"
  Not as happy as I was in the 90's.
"
5.0 out of 5 stars,"
  Excellent fit, excellent quality
"
5.0 out of 5 stars,"
  Great value for an odd size!
"
1.0 out of 5 stars,"
  The collar does not stretch at all.  This is false advertising and I am returning it.
"
2.0 out of 5 stars,"
  This shirt is so see through that you can see my son's skin and nipples through the fabric. Pretty much a waste of money as it will no be acceptable for an orchestra concert
"
5.0 out of 5 stars,"
  Great for, good fabric
"
5.0 out of 5 stars,"
  I love this shirt!
"
5.0 out of 5 stars,"
  As expected
"
5.0 out of 5 stars,"
  Love it-
"
5.0 out of 5 stars,"
  Nice sheen, quality materials, super comfy, breathable
"
5.0 out of 5 stars,"
  Great shirt - bought it for my husband for a wedding, it wasn’t see-thru and a great color
"
5.0 out of 5 stars,"
  Fits very well.  Great color, texture and quality.
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  Beautifull color.
"
5.0 out of 5 stars,"
  Liked this shirt, neat and professional looking and fits perfectly.
"
5.0 out of 5 stars,"
  Looks nice and feels good
"
5.0 out of 5 stars,"
  Great shirt
"
5.0 out of 5 stars,"
  Description indicates wrinkle resistant however not sure material reflects description
"
5.0 out of 5 stars,"
  I hate when a review is mandatory. I like the shirt.
"
4.0 out of 5 stars,"
  Good fitting and looking shirt.
"
5.0 out of 5 stars,"
  Tried the fitted shirts similar to these but they are too tight, these shirts are not baggy and loose like some styles. Stays tucked in.
"
5.0 out of 5 stars,"
  Well made. As I expected from Van Heusen.
"
5.0 out of 5 stars,"
  Perfecto ajuste, muy comoda
"
4.0 out of 5 stars,"
  Needed a white shirt for an interview. Not my first choice of brands, but COVID weight required me to size up! It worked. Comfortable and looked good.
"
5.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  Loved it
"
3.0 out of 5 stars,"
  Shirt ok but was not as the one it replaced!
"
5.0 out of 5 stars,"
  Amazing fit! Excellent quality! Very soft material and extremely comfortable. Highly reccomend.
"
5.0 out of 5 stars,"
  Shirt
"
1.0 out of 5 stars,"
  I have ordered this shirt in every color in the dame size 18.5. 36/37. However the reach in this shirt is nowhere close to being correct snd is about a 32 in reach.  I am unsure if we received an irregular.
"
4.0 out of 5 stars,"
  Too short
"
5.0 out of 5 stars,"
  Elegent shirt that's just the right size and smooth to the touch. Perfect for any job or just going out.
"
5.0 out of 5 stars,"
  Fits great 👍
"
2.0 out of 5 stars,"
  Looked nice, wrinkle badly and should be ironed to look good
"
5.0 out of 5 stars,"
  The comfort and flexibility of the shirt amazing product
"
1.0 out of 5 stars,"
  Ordered many shirts of the same size and sleeve length. The arm length varies greatly on each shirt. Mostly too short.
"
5.0 out of 5 stars,"
  Fit great.
"
5.0 out of 5 stars,"
  A mi esposo le quedo muy bien, es comoda , fresca y elwgante
"
5.0 out of 5 stars,"
  It was a great purchase. It fit perfectly and stretches in the shoulders which makes it more comfortable than my other dress shirts.
"
5.0 out of 5 stars,"
  Mi husband loves it!
"
5.0 out of 5 stars,"
  Item fit well but don't understand why you're showing it still in delivery
"
5.0 out of 5 stars,"
  These shirts are my favorite
"
5.0 out of 5 stars,"
  This dress shirts it's awesome and is very comfortable. I'm about to order more of them!
"
5.0 out of 5 stars,"
  they run to the small side
"
1.0 out of 5 stars,"
  Shirt is way too short I’m 6’2” and can’t even tuck the shirt into my dress pants, very disappointed
"
5.0 out of 5 stars,"
  Husband really like the fit and the color
"
5.0 out of 5 stars,"
  It is a great looking shirt. I love the color.
"
5.0 out of 5 stars,"
  Just as Described
"
1.0 out of 5 stars,"
  Holes in the shorts. Defective. Absolute garbage. I was scammed.
"
5.0 out of 5 stars,"
  Awesome!  The groomsmen in our wedding wore these.  Perfect fit and color!
"
4.0 out of 5 stars,"
  Can't close neck
"
5.0 out of 5 stars,"
  Highly recommend!
"
1.0 out of 5 stars,"
  This is not a regular fit shirt. I ordered two shirts and they both could comfortably fit Shaq.
"
5.0 out of 5 stars,"
  The color
"
5.0 out of 5 stars,"
  I just love this shirt. It fits perfectly!!!
"
5.0 out of 5 stars,"
  Fits perfectly
"
5.0 out of 5 stars,"
  Real nice shirt, fits perfect and is proportioned  so it fits and looks good
"
5.0 out of 5 stars,"
  I love the fit and was attending a wedding reception
"
5.0 out of 5 stars,"
  Excelente en términos de lo que había comprado.  Perfecto de talla y modelo
"
4.0 out of 5 stars,"
  It was a little big in the chest
"
5.0 out of 5 stars,"
  Good
"
5.0 out of 5 stars,"
  Quality product.
"
5.0 out of 5 stars,"
  My husband absolutely loves his shirt It barely even wrinkles and is very comfortable!!!
"
5.0 out of 5 stars,"
  Two thumbs up
"
5.0 out of 5 stars,"
  Good Good Good
"
4.0 out of 5 stars,"
  awesome
"
5.0 out of 5 stars,"
  I like those
"
5.0 out of 5 stars,"
  will order some more
"
5.0 out of 5 stars,"
  Buen material
"
5.0 out of 5 stars,"
  Little snug on collar but tolerable.
"
5.0 out of 5 stars,"
  Love that you can order exact size- couldn’t find in any department store.
"
5.0 out of 5 stars,"
  Nothing
"
5.0 out of 5 stars,"
  Loved this shirt!!
"
5.0 out of 5 stars,"
  Decent
"
5.0 out of 5 stars,"
  Fit and comfort are great - would definitely buy again!
"
5.0 out of 5 stars,"
  Great fit. Awesome product. I’ll be back!
"
5.0 out of 5 stars,"
  Great quality
"
4.0 out of 5 stars,"
  Nice shirt
"
5.0 out of 5 stars,"
  Easy iron
"
5.0 out of 5 stars,"
  Great!
"
5.0 out of 5 stars,"
  Church
"
4.0 out of 5 stars,"
  &nbsp;Fabric is thin so is a little see-through. Sleeve is shorter than expected so this is the minus 1 star. Other than that, this is a very nice shirt. Fits nicely! For reference I'm 5' 8"" (172cms) tall and my weight is 240 lbs (109 kgs) Neck 18"", Chest 46"", Waist 45"" and my jeans are 36"" x 30"".<br>If you find this review helpful, please don't forget click on the ""Helpful"" button. Thanks!
"
4.0 out of 5 stars,"
  This is a nice white shirt for dress or professional wear.  And it has a chest pocket, which is a feature that is rapidly disappearing in men’s shirts!  It does not have a placket down the front of the shirt where the buttonholes are located, which to us makes this shirt look a little more casual.<br>The fit is “as expected”. My husband’s neck is between a 15 ½ and a 16, and he found the size 15 ½ a bit snug but wearable. The fit is neither slim, nor baggy; in other words, “regular” is appropriate.<br>The fabric is a bit lighter than the shirts my husband usually wears. He prefers a somewhat heavier fabric; I liked the weight of this one.<br>Then comes the acid test: the laundering! Coincidentally I washed this shirt with a white oxford-cloth dress shirt, a fabric that is my usual gold standard for wrinkle-free performance. The Van Heusen was ALMOST as wrinkle-free as the oxford cloth. It would certainly be fine under a jacket and would do for regular office wear, but I think a touch-up ironing would be in order if the wearer wanted to make an especially good impression.
"
4.0 out of 5 stars,"
  Fit as expected in neck and sleeves. I will add this caution to gentlemen out there who want to buy dress shirts online without trying them on, make sure to measure your neck and arms. Especially if you have a shirt size in mind, but haven’t worn a dress shirt in a few years. Or go to a department store and try some on, then come back to Amazon and save some money.<br>  Back to the shirt. Very nice, high end look. No shirt is truly wrinkle free, but this fabric once ironed should stay pretty crisp if you make sure to hang it when you’re done.<br>  The one thing I wasn’t quite sure on was the “stretch” advertised. I thought a stretch neck, or fabric with a little more give would be a great feature for a formal dress shirt, but I grabbed a handful of fabric and tugged, in both the neck and body of the shirt, there was no give at all. Just standard fabric.<br>  Doesn’t detract at all from the quality or attractiveness of the shirt, just confused me a little because of the stretch advertised in the labeling.<br>  Either way this is a very sharp shirt you can wear with a tie to dress it up, or a few buttons down without the tie, maybe even untucked if you wish. Still looks good either way. It’s nice and light, as well as breathable which is something we can all appreciate when the temperature rises, or when you find yourself at a stuffy event.<br>  Overall good fit, good packaging, hit it with an iron or steamer for a few minutes, toss on a tie and you’re ready to go. It will have you looking sharp in no time.
"
5.0 out of 5 stars,"
  I was surprised to see this shirt was made in in Ethiopia, first time I ever had anything made there. The quality is standard Van Heusen. I didn’t find anything particularly stretchy in the collar, it did have some give, but don’t expect it to stretch like women’s leggings. I found the lighter patches along the tops of the shoulders a bit distracting, but the look is plainly evident in the listing pics – check out the pics of the models back. My 16.5” neck/34”-35” sleeves were perfectly sized. It’s a regular fit, but for me it fit close to that of a fitted shirt, this one was not at all boxy. I wish they would stop using pins in the packaging, other than that the shirt did not disappoint.
"
5.0 out of 5 stars,"
  This is a great shirt. It's made with an ultra soft material that is lightweight and comfortable to wear on hot or cold days. It looks good with a suit and under a jacket as well. It washes well and only needs a light ironing. It's a vivid white and there are no flaws that I can find. 4 stars.<br><br>*If this review helped you make an informed choice about this product in any way I would appreciate it if you take a moment of your time and let me know by hitting the Helpful button and letting me know. I appreciate that you took the time to read my review, Thank you!*
"
5.0 out of 5 stars,"
  You can never have enough white shirts so I picked this one up for my husband. He’s 5.10 and about 210 lbs the fit is perfect on him. It is on the thinner side and needed  a t shirt underneath but other than that it’s a nicely made shirt with good quality. He looks so handsome in it with his black suit on ! I washed it on the delicate cycle, and low setting for the dryer took it out as soon as it done and no ironing was needed.
"
5.0 out of 5 stars,"
  I'm always excited to try out a new Van Heusen.<br><br>This regular fit is indeed regular - not too athletic anywhere and can handle a little bit of ""gut"".<br>Finishes, seams, touch and feel, color - all up to par with this brands track record - good plus.<br>I don't really notice the stretch collar feature unless I try stretching it by hand - but it certainly doesn't hurt.<br><br>I got the 32''-33'' sleeve - a little short for me at 6' tall.<br>This shirt handled the first round of laundry perfectly. Strong buy recommendation!
"
5.0 out of 5 stars,"
  For $20 (at time of review), this is a really nice dress shirt. The color is saturated and the material is comfortable and nice without looking cheap. Fit as expected. Perfect work or church staple. The flex fit is more comfortable for my husband than the more structured shirts. Would recommend, especially for the price. In my experience, this brand holds up to washing really well.
"
5.0 out of 5 stars,"
  This is the size my husband wears in dress shirts and this shirt matched his body type to the T (5’ 8” 165). It wasn’t too loose or too tight. The stitching around the cuffs and buttons were well stitched. The material is soft almost silky in texture. The collar  and color is just as advertised in the picture.
"
4.0 out of 5 stars,"
  These are excellent modern versions of a classic men's dress shirt. Sizing is as expected, which is of course par for the course for a venerable brand like Van Heusen.<br><br>Flex feature improves comfort. Can be washed and cared for at home, but looks best when professionally cleaned and pressed.
"
4.0 out of 5 stars,"
  Van Heusen makes a good shirt, and I've owned them and Arrow for many years. This shirt is a continuation of the line, well made, good value, comfortable, full cut. It's nice enough to wear with a suit, or for a more casual look without a tie. You get classic looks, quality and price. A good value.
"
5.0 out of 5 stars,"
  Other shirts I've bought have shrunk when dry cleaned making them very difficult to button the top button to wear a tie.  So far these shirts have not shrunken significantly.  Hope that continues.
"
3.0 out of 5 stars,"
  My only issue with this shirt is the material it's made of. I just don't like this stretchy blend of cotton and polyester. It's thin and doesn't feel natural. I would pick a 100% cotton shirt over this one any day.
"
5.0 out of 5 stars,"
  Great shirt with comfortable and perfect fit. Great material that looks amazing. I don’t own many dress shirts and though this was free I now want to go purchase more options.
"
1.0 out of 5 stars,"
  This shirt feels to be of the cheapest material, and does not feel at all like ""stretch"" material. The shirt is also SEE THROUGH in white. Meaning, you can actually see your skin through it. Not a quality dress shirt.
"
4.0 out of 5 stars,"
  Fits as expected, workmanship seems to be good.  Material is good, smooth and not flimsy.  Buttons are tight.
"
4.0 out of 5 stars,"
  Great quality comfortable material with a stretchy neck. It fit as expected and I found no visible defects.
"
5.0 out of 5 stars,"
  Fit like it was made for me, true to size. The packaging was very nice! I would highly recommend.
"
4.0 out of 5 stars,"
  The dress shirt is good, especially for the price. The only thing is that the material its very thin.
"
5.0 out of 5 stars,"
  Bought this for my husband. It fits well and he likes that the neck expands just a little making wearing a tie more comfortable.
"
5.0 out of 5 stars,"
  As pictured
"
2.0 out of 5 stars,"
  the shirt that showed was mislabeled, was way to small.
"
1.0 out of 5 stars,"
  Shirt arrived open and had been either tried on or worn!  Can’t believe it was such a mess.
"
5.0 out of 5 stars,"
  Very comfortable, good finish.
"
5.0 out of 5 stars,"
  Fits very nice
"
1.0 out of 5 stars,"
  I have ordered 2 Blue frost shirts and both had different flaws. The first one the top button was not aligned properly and the second one the cuffs was cut way to small. I wear Van Heusen shirts all the time specifically this style and i have never had any issues like this. The fabric just didnt seem right to me either. I question the sellers product legitimacy.
"
5.0 out of 5 stars,"
  Purchased for my husband to wear to work at a large box store. He has wide shoulders and long arms and he said the future was perfect and the shirts give him great range of motion for work and they are very comfortable.
"
5.0 out of 5 stars,"
  Very nice shirt. Very comfortable. Very stylish.
"
4.0 out of 5 stars,"
  The color is nice, totally subjective I know but I like it, fit and finish are very good. It appears so be fairly sturdy, I like to roll my sleeves up to the elbow and every now and then my bony elbows will rip the sleeve open if it doesn't ride up when I bend my arm. With this Van Heusen Dress shirt so far so good.  Each time I've worn this one, recently, we've had 90 degree plus days, yet I don't feel uncomfortable wear and working in, it is not sticking too me unlike some shirts. The collar is a good fit for me, that is a big deal for me as it is hard to find a shirt that has long enough arms, a good chest size and not too tight or too loose in the neck. Most off the shelf shirts that fit elsewhere try to strangle me or make me look as though I have lost too much weight too quickly. Bottom line, I like this shirt.
"
5.0 out of 5 stars,"
  It is amazing how much a little stretch material in a dress shirt to make it much more comfortable. I found that the cut of the shirt was perfect, it has a tailored fit. But still enough room in the collar. I’m 5’ 6”, 165 and wearing a size 15.<br><br>I also like how it is styled. Clean white, fabric doesn’t seem to hold stains, and the collar lays nicely.
"
5.0 out of 5 stars,"
  this shirt is awesome. the money I well spent the quality amazing  it feels very comfortable it moves with you the flex material great I'm ordering another shirt right at this moment thank you
"
5.0 out of 5 stars,"
  I ordered 17"" Neck 32""-33"" Sleeve (X-Large).  Quality is good and fitting is perfect. I usually have hard time finding correct sleeve size. I will be ordering few more.
"
5.0 out of 5 stars,"
  I purchased this as a gift and he loved it! It fit perfectly and true to size! Good quality he said, so I am happy if he is happy!
"
5.0 out of 5 stars,"
  I was sceptical about getting the shirts but now I have three we really like them
"
5.0 out of 5 stars,"
  Excelente calidad estoy muy satisfecho
"
5.0 out of 5 stars,"
  Muy buena camisa para el trabajo.
"
5.0 out of 5 stars,"
  good product
"
